Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,IS_indicator,Label,Label_var
0.675625682,0.695616901,0.523158669,0.627231121,0.566293597,1.0,0.0,0.543562233,0.459646612,0.0,1.0,1.0,0.374078751,0.44702971,0,0.018677668,0.027182202
0.837648451,0.58282125,0.624914587,0.466308624,0.835391998,1.0,0.0,0.529250741,0.392617732,0.0,1.0,1.0,0.748029113,0.710853934,1,0.940551505,0.048796024
1.0,0.552789629,0.430890441,0.539626777,0.60307318,1.0,0.0,0.51657629,0.0,0.0,1.0,1.0,0.607031167,0.126876041,1,1.026077926,0.09312526
0.675625682,0.695616901,0.523158669,0.627231121,0.566293597,1.0,0.0,0.543562233,0.459646612,0.0,1.0,1.0,0.374078751,0.44702971,1,1.349175123,0.13543935
0.837648451,0.58282125,0.624914587,0.466308624,0.835391998,1.0,0.0,0.529250741,0.392617732,0.0,1.0,1.0,0.748029113,0.710853934,2,0.604748789,0.0031133
0.763300002,0.640693605,0.541592717,0.380540073,0.666989028,0.706319392,0.0,0.539267421,0.170823976,0.0,1.0,1.0,0.564161181,0.482944727,2,0.657232937,0.009719512
1.0,0.552789629,0.430890441,0.539626777,0.60307318,1.0,0.0,0.51657629,0.0,0.0,1.0,1.0,0.607031167,0.126876041,2,0.544633323,0.011860038
0.675625682,0.695616901,0.523158669,0.627231121,0.566293597,1.0,0.0,0.543562233,0.459646612,0.0,1.0,1.0,0.374078751,0.44702971,2,0.412662443,0.006108321
0.87581557,0.376195699,0.705046356,0.443751723,0.50601095,1.0,0.0,0.533845544,0.309362441,0.0,1.0,1.0,0.473747849,0.526041865,2,0.463803667,0.003076719
0.852795303,0.686988354,0.336140841,0.647139907,0.761422753,1.0,0.0,0.530455709,0.0,0.0,1.0,1.0,0.904312313,0.549748778,2,0.482574331,0.002932947
1.0,0.609971225,0.605463862,0.931951463,1.0,1.0,0.0,0.492990941,0.255134076,0.0,1.0,1.0,0.572911143,0.323377132,2,0.395512727,0.008703347
0.563617051,0.551243186,0.512811661,0.425538361,0.941351056,1.0,0.0,0.539321542,0.107237861,0.0,1.0,1.0,0.430849463,0.470641464,2,0.331568196,0.001786831
0.935086966,0.379639238,0.335416824,0.710512757,0.78697443,1.0,0.0,0.519326031,0.0,0.0,1.0,1.0,0.44662112,0.674287856,2,0.380542234,0.001781923
0.687629282,0.916560173,0.744948506,0.676095724,0.895987868,1.0,0.0,0.496561319,0.333412737,0.0,1.0,1.0,0.796082556,0.188825786,2,0.363275109,0.008321201
0.837648451,0.58282125,0.624914587,0.466308624,0.835391998,1.0,0.0,0.529250741,0.392617732,0.0,1.0,1.0,0.748029113,0.710853934,3,0.482267413,0.04371246
0.763300002,0.640693605,0.541592717,0.380540073,0.666989028,0.706319392,0.0,0.539267421,0.170823976,0.0,1.0,1.0,0.564161181,0.482944727,3,0.653307548,0.016589214
1.0,0.552789629,0.430890441,0.539626777,0.60307318,1.0,0.0,0.51657629,0.0,0.0,1.0,1.0,0.607031167,0.126876041,3,0.590652755,0.05563811
0.675625682,0.695616901,0.523158669,0.627231121,0.566293597,1.0,0.0,0.543562233,0.459646612,0.0,1.0,1.0,0.374078751,0.44702971,3,0.463299584,0.018039014
0.87581557,0.376195699,0.705046356,0.443751723,0.50601095,1.0,0.0,0.533845544,0.309362441,0.0,1.0,1.0,0.473747849,0.526041865,3,0.421444539,0.114862601
0.852795303,0.686988354,0.336140841,0.647139907,0.761422753,1.0,0.0,0.530455709,0.0,0.0,1.0,1.0,0.904312313,0.549748778,3,0.394503568,0.05120119
1.0,0.609971225,0.605463862,0.931951463,1.0,1.0,0.0,0.492990941,0.255134076,0.0,1.0,1.0,0.572911143,0.323377132,3,0.553844913,0.04544686
0.563617051,0.551243186,0.512811661,0.425538361,0.941351056,1.0,0.0,0.539321542,0.107237861,0.0,1.0,1.0,0.430849463,0.470641464,3,0.480425267,0.039278274
0.935086966,0.379639238,0.335416824,0.710512757,0.78697443,1.0,0.0,0.519326031,0.0,0.0,1.0,1.0,0.44662112,0.674287856,3,0.406484035,0.065644098
0.687629282,0.916560173,0.744948506,0.676095724,0.895987868,1.0,0.0,0.496561319,0.333412737,0.0,1.0,1.0,0.796082556,0.188825786,3,0.247674631,0.043610051
0.953066826,1.0,0.434600949,0.429335386,0.831992507,0.674549758,0.0,0.533820868,0.213590726,0.0,1.0,1.0,0.573521912,0.582321107,0,0.189781684,0.015440695
0.824677169,0.648278654,0.362257063,0.0,0.569375277,0.866132081,0.0,0.574614823,0.0,0.0,1.0,1.0,0.547151327,0.712051749,0,3.305367494,0.260577671
1.0,0.643934429,0.55361855,0.117711067,0.630575776,1.0,0.0,0.588947773,0.39938435,0.0,1.0,1.0,0.509944141,0.665189385,0,1.07133262,0.334580181
0.953066826,1.0,0.434600949,0.429335386,0.831992507,0.674549758,0.0,0.533820868,0.213590726,0.0,1.0,1.0,0.573521912,0.582321107,1,1.389100369,0.883937452
0.824677169,0.648278654,0.362257063,0.0,0.569375277,0.866132081,0.0,0.574614823,0.0,0.0,1.0,1.0,0.547151327,0.712051749,1,0.72981013,0.142601007
1.0,0.643934429,0.55361855,0.117711067,0.630575776,1.0,0.0,0.588947773,0.39938435,0.0,1.0,1.0,0.509944141,0.665189385,1,1.222914835,0.128206461
1.0,0.838744342,0.097072944,0.371095389,1.0,1.0,0.0,0.553456128,0.089641809,0.0,1.0,1.0,0.682298064,0.750774622,2,0.841786966,0.018510677
0.984306514,0.730359495,0.61873126,0.016826667,0.970235825,0.833122611,0.0,0.53962791,0.208816737,0.0,1.0,1.0,0.598724961,0.491444767,2,0.651829798,0.002511419
0.904466748,0.833615303,0.536508441,0.31298691,0.842766821,1.0,0.0,0.581431866,0.187966838,0.0,0.721295357,1.0,0.512476325,0.469020158,2,0.846206119,0.006508393
0.914279401,1.0,0.746075094,0.247636408,0.563867211,1.0,0.0,0.47005859,0.633427322,0.0,1.0,1.0,0.400372177,0.559038877,2,0.531325529,0.011018014
0.953066826,1.0,0.434600949,0.429335386,0.831992507,0.674549758,0.0,0.533820868,0.213590726,0.0,1.0,1.0,0.573521912,0.582321107,2,0.356978087,0.00632819
0.824677169,0.648278654,0.362257063,0.0,0.569375277,0.866132081,0.0,0.574614823,0.0,0.0,1.0,1.0,0.547151327,0.712051749,2,0.379440911,0.023661885
0.759234071,1.0,0.274572432,0.195594341,0.505273938,1.0,0.0,0.528412163,0.359597534,0.0,1.0,1.0,0.695375144,0.764697313,2,0.546914622,0.041192225
0.254563361,0.760866046,0.429558069,0.597214222,0.171788037,0.435341507,0.770924151,0.0793439,0.756109536,0.705266654,0.454267144,0.40936175,0.016905576,0.0,2,-1.23597842,0.000757749
0.0,1.0,1.0,1.0,1.0,0.843860686,1.0,0.0,0.097650759,0.0,1.0,1.0,0.0,0.0,2,-1.452370329,1.85958e-05
1.0,0.643934429,0.55361855,0.117711067,0.630575776,1.0,0.0,0.588947773,0.39938435,0.0,1.0,1.0,0.509944141,0.665189385,2,0.37092036,0.016550051
1.0,0.838744342,0.097072944,0.371095389,1.0,1.0,0.0,0.553456128,0.089641809,0.0,1.0,1.0,0.682298064,0.750774622,3,0.021484255,0.079597181
0.984306514,0.730359495,0.61873126,0.016826667,0.970235825,0.833122611,0.0,0.53962791,0.208816737,0.0,1.0,1.0,0.598724961,0.491444767,3,0.496328506,0.063220261
0.904466748,0.833615303,0.536508441,0.31298691,0.842766821,1.0,0.0,0.581431866,0.187966838,0.0,0.721295357,1.0,0.512476325,0.469020158,3,-0.408608767,0.042627661
0.914279401,1.0,0.746075094,0.247636408,0.563867211,1.0,0.0,0.47005859,0.633427322,0.0,1.0,1.0,0.400372177,0.559038877,3,0.543167892,0.011839337
0.953066826,1.0,0.434600949,0.429335386,0.831992507,0.674549758,0.0,0.533820868,0.213590726,0.0,1.0,1.0,0.573521912,0.582321107,3,0.850905064,0.055367126
0.824677169,0.648278654,0.362257063,0.0,0.569375277,0.866132081,0.0,0.574614823,0.0,0.0,1.0,1.0,0.547151327,0.712051749,3,1.104921976,0.025257863
0.759234071,1.0,0.274572432,0.195594341,0.505273938,1.0,0.0,0.528412163,0.359597534,0.0,1.0,1.0,0.695375144,0.764697313,3,0.637545205,0.007899965
0.254563361,0.760866046,0.429558069,0.597214222,0.171788037,0.435341507,0.770924151,0.0793439,0.756109536,0.705266654,0.454267144,0.40936175,0.016905576,0.0,3,-1.095025612,0.008596833
0.0,1.0,1.0,1.0,1.0,0.843860686,1.0,0.0,0.097650759,0.0,1.0,1.0,0.0,0.0,3,-1.382815586,0.000169062
1.0,0.643934429,0.55361855,0.117711067,0.630575776,1.0,0.0,0.588947773,0.39938435,0.0,1.0,1.0,0.509944141,0.665189385,3,0.662867727,0.054152984
0.8193,0.7802,0.4466,0.0987,0.5899,0.9366,0.0,0.5372,0.2296,0.0,1.0,0.9851,0.5568,0.7298,0,1.71672671,0.612268975
